user_id,product_id,product_name,category,price,rating,user_previous_purchases,user_interests,interaction_type,timestamp
u1014,p3003,mixer grinder,home & kitchen,3499,3,laptop stand|running shoes|moisturizer,fashion|home & kitchen,purchase,2025-09-26
u1009,p4002,moisturizer,beauty,599,5,cooking pan|t-shirt|bluetooth keyboard,beauty|electronics,cart,2025-10-17
u1052,p4002,moisturizer,beauty,599,3,jeans|knife set|t-shirt,beauty|home & kitchen,view,2025-10-28
u1119,p1003,bluetooth keyboard,electronics,1499,5,face wash|wireless mouse|laptop stand,electronics|home & kitchen,purchase,2025-09-02
u1100,p4001,face wash,beauty,399,1,sunscreen|jeans|running shoes,home & kitchen|fashion,purchase,2025-12-03
u1048,p4002,moisturizer,beauty,599,1,laptop stand|sunscreen|running shoes,home & kitchen|fashion,purchase,2025-12-28
u1077,p3002,knife set,home & kitchen,999,3,moisturizer|mixer grinder|sunscreen,home & kitchen|electronics,view,2025-08-16
u1037,p2001,running shoes,fashion,2499,3,jeans|running shoes|sunscreen,electronics|home & kitchen,purchase,2025-12-12
u1088,p2001,running shoes,fashion,2499,5,knife set|cooking pan|jeans,beauty|electronics,purchase,2025-12-22
u1117,p2003,jeans,fashion,1799,4,moisturizer|knife set|face wash,electronics|home & kitchen,view,2025-08-18
u1105,p1003,bluetooth keyboard,electronics,1499,3,mixer grinder|running shoes|cooking pan,electronics|fashion,cart,2025-10-15
u1040,p1002,laptop stand,electronics,1199,4,laptop stand|cooking pan|moisturizer,electronics|fashion,purchase,2025-11-21
u1115,p1003,bluetooth keyboard,electronics,1499,3,knife set|wireless mouse|bluetooth keyboard,beauty|electronics,purchase,2025-09-12
u1095,p1002,laptop stand,electronics,1199,2,bluetooth keyboard|wireless mouse|cooking pan,beauty|fashion,view,2025-12-08
u1065,p3003,mixer grinder,home & kitchen,3499,5,cooking pan|sunscreen|jeans,electronics|home & kitchen,view,2025-10-27
u1015,p2003,jeans,fashion,1799,1,jeans|face wash|moisturizer,beauty|fashion,view,2025-10-12
u1057,p3001,cooking pan,home & kitchen,1599,2,moisturizer|knife set|cooking pan,fashion|electronics,purchase,2025-11-25
u1092,p4001,face wash,beauty,399,5,mixer grinder|laptop stand|bluetooth keyboard,beauty|fashion,cart,2025-07-22
u1083,p3002,knife set,home & kitchen,999,5,cooking pan|jeans|knife set,electronics|fashion,cart,2025-12-17
u1029,p2002,t-shirt,fashion,799,3,knife set|jeans|wireless mouse,home & kitchen|electronics,cart,2025-10-21
u1096,p1003,bluetooth keyboard,electronics,1499,3,bluetooth keyboard|wireless mouse|running shoes,home & kitchen|fashion,purchase,2025-08-06
u1040,p1002,laptop stand,electronics,1199,3,jeans|t-shirt|bluetooth keyboard,beauty|electronics,cart,2025-09-20
u1028,p1003,bluetooth keyboard,electronics,1499,3,t-shirt|sunscreen|face wash,beauty|home & kitchen,view,2025-12-17
u1026,p3003,mixer grinder,home & kitchen,3499,5,mixer grinder|bluetooth keyboard|wireless mouse,beauty|fashion,view,2026-01-09
u1062,p1001,wireless mouse,electronics,799,4,jeans|running shoes|t-shirt,home & kitchen|fashion,purchase,2025-12-09
u1106,p3002,knife set,home & kitchen,999,4,t-shirt|laptop stand|moisturizer,home & kitchen|electronics,cart,2025-12-19
u1110,p1003,bluetooth keyboard,electronics,1499,2,t-shirt|moisturizer|laptop stand,fashion|beauty,purchase,2025-12-22
u1041,p1003,bluetooth keyboard,electronics,1499,5,mixer grinder|jeans|t-shirt,home & kitchen|fashion,purchase,2025-12-23
u1090,p4003,sunscreen,beauty,699,5,jeans|wireless mouse|cooking pan,beauty|fashion,cart,2025-11-23
u1107,p3003,mixer grinder,home & kitchen,3499,2,moisturizer|sunscreen|wireless mouse,beauty|home & kitchen,purchase,2025-10-06
u1111,p2001,running shoes,fashion,2499,4,moisturizer|running shoes|t-shirt,home & kitchen|beauty,view,2025-09-05
u1036,p1003,bluetooth keyboard,electronics,1499,4,running shoes|moisturizer|laptop stand,electronics|beauty,view,2025-09-07
u1071,p4001,face wash,beauty,399,3,running shoes|bluetooth keyboard|wireless mouse,home & kitchen|fashion,purchase,2025-10-05
u1080,p4001,face wash,beauty,399,2,running shoes|moisturizer|jeans,home & kitchen|fashion,cart,2025-11-12
u1112,p2002,t-shirt,fashion,799,3,moisturizer|knife set|sunscreen,home & kitchen|fashion,purchase,2025-09-09
u1037,p1002,laptop stand,electronics,1199,3,running shoes|laptop stand|t-shirt,home & kitchen|electronics,view,2025-07-25
u1054,p1002,laptop stand,electronics,1199,4,bluetooth keyboard|knife set|jeans,beauty|electronics,purchase,2025-12-09
u1099,p3002,knife set,home & kitchen,999,3,knife set|face wash|cooking pan,electronics|beauty,cart,2025-09-03
u1027,p3001,cooking pan,home & kitchen,1599,3,wireless mouse|mixer grinder|jeans,fashion|home & kitchen,cart,2025-10-02
u1103,p3002,knife set,home & kitchen,999,4,cooking pan|sunscreen|t-shirt,beauty|electronics,purchase,2025-11-15
u1043,p4002,moisturizer,beauty,599,5,wireless mouse|t-shirt|knife set,home & kitchen|beauty,view,2025-08-26
u1026,p4002,moisturizer,beauty,599,5,laptop stand|face wash|moisturizer,fashion|beauty,purchase,2026-01-05
u1092,p1001,wireless mouse,electronics,799,1,cooking pan|laptop stand|jeans,fashion|home & kitchen,purchase,2025-12-29
u1066,p2001,running shoes,fashion,2499,4,jeans|mixer grinder|running shoes,electronics|fashion,purchase,2025-11-13
u1037,p1003,bluetooth keyboard,electronics,1499,2,jeans|sunscreen|cooking pan,electronics|fashion,view,2026-01-01
u1108,p1001,wireless mouse,electronics,799,1,mixer grinder|laptop stand|sunscreen,home & kitchen|electronics,view,2025-10-30
u1038,p1001,wireless mouse,electronics,799,1,running shoes|moisturizer|sunscreen,beauty|electronics,cart,2025-07-27
u1051,p1003,bluetooth keyboard,electronics,1499,5,sunscreen|t-shirt|laptop stand,beauty|home & kitchen,purchase,2025-09-26
u1002,p1001,wireless mouse,electronics,799,5,sunscreen|mixer grinder|face wash,electronics|beauty,cart,2025-11-22
u1106,p4001,face wash,beauty,399,3,t-shirt|jeans|cooking pan,beauty|electronics,cart,2025-11-20
u1012,p2002,t-shirt,fashion,799,4,moisturizer|face wash|knife set,home & kitchen|electronics,view,2025-11-15
u1052,p3003,mixer grinder,home & kitchen,3499,1,t-shirt|knife set|sunscreen,electronics|home & kitchen,cart,2025-10-02
u1047,p3003,mixer grinder,home & kitchen,3499,1,sunscreen|laptop stand|knife set,electronics|fashion,cart,2025-11-12
u1057,p2003,jeans,fashion,1799,2,knife set|face wash|laptop stand,fashion|electronics,purchase,2025-12-20
u1012,p3003,mixer grinder,home & kitchen,3499,2,bluetooth keyboard|running shoes|knife set,electronics|beauty,cart,2025-08-06
u1107,p3002,knife set,home & kitchen,999,3,mixer grinder|face wash|running shoes,beauty|electronics,cart,2025-10-23
u1094,p2003,jeans,fashion,1799,3,bluetooth keyboard|wireless mouse|jeans,home & kitchen|beauty,purchase,2025-11-18
u1096,p3003,mixer grinder,home & kitchen,3499,2,knife set|mixer grinder|sunscreen,fashion|home & kitchen,cart,2025-09-14
u1090,p3002,knife set,home & kitchen,999,1,mixer grinder|sunscreen|laptop stand,beauty|electronics,cart,2025-12-09
u1096,p1001,wireless mouse,electronics,799,4,bluetooth keyboard|mixer grinder|laptop stand,electronics|beauty,view,2026-01-01
u1113,p3001,cooking pan,home & kitchen,1599,5,knife set|bluetooth keyboard|mixer grinder,home & kitchen|beauty,cart,2025-09-30
u1001,p2002,t-shirt,fashion,799,3,laptop stand|cooking pan|t-shirt,fashion|home & kitchen,purchase,2025-10-07
u1072,p4002,moisturizer,beauty,599,3,bluetooth keyboard|sunscreen|t-shirt,electronics|fashion,purchase,2025-08-09
u1032,p3002,knife set,home & kitchen,999,5,knife set|running shoes|jeans,electronics|beauty,purchase,2025-09-11
u1001,p2003,jeans,fashion,1799,1,cooking pan|bluetooth keyboard|moisturizer,home & kitchen|beauty,cart,2025-07-15
u1024,p2001,running shoes,fashion,2499,1,sunscreen|laptop stand|mixer grinder,home & kitchen|electronics,view,2025-08-04
u1059,p4001,face wash,beauty,399,1,bluetooth keyboard|laptop stand|jeans,electronics|home & kitchen,view,2025-11-01
u1036,p3001,cooking pan,home & kitchen,1599,5,face wash|t-shirt|jeans,home & kitchen|electronics,purchase,2025-07-30
u1084,p2001,running shoes,fashion,2499,2,laptop stand|face wash|bluetooth keyboard,beauty|fashion,cart,2025-11-26
u1033,p4001,face wash,beauty,399,5,laptop stand|bluetooth keyboard|mixer grinder,home & kitchen|electronics,purchase,2025-08-09
u1035,p4003,sunscreen,beauty,699,1,face wash|moisturizer|knife set,electronics|beauty,view,2025-11-16
u1011,p4001,face wash,beauty,399,3,bluetooth keyboard|sunscreen|moisturizer,home & kitchen|beauty,view,2025-12-28
u1017,p3003,mixer grinder,home & kitchen,3499,5,knife set|cooking pan|sunscreen,fashion|electronics,view,2025-11-10
u1071,p3001,cooking pan,home & kitchen,1599,5,cooking pan|sunscreen|knife set,fashion|electronics,cart,2025-08-28
u1010,p4001,face wash,beauty,399,5,running shoes|bluetooth keyboard|t-shirt,electronics|home & kitchen,cart,2025-09-07
u1088,p2002,t-shirt,fashion,799,3,moisturizer|laptop stand|mixer grinder,home & kitchen|fashion,view,2026-01-04
u1110,p2003,jeans,fashion,1799,5,knife set|moisturizer|jeans,home & kitchen|beauty,purchase,2025-11-23
u1048,p2003,jeans,fashion,1799,5,bluetooth keyboard|wireless mouse|running shoes,home & kitchen|electronics,view,2026-01-09
u1075,p2002,t-shirt,fashion,799,1,jeans|laptop stand|sunscreen,fashion|home & kitchen,purchase,2025-11-02
u1004,p4002,moisturizer,beauty,599,3,t-shirt|moisturizer|knife set,home & kitchen|beauty,cart,2025-08-03
u1007,p4001,face wash,beauty,399,2,wireless mouse|knife set|face wash,home & kitchen|electronics,cart,2025-07-29
u1096,p3003,mixer grinder,home & kitchen,3499,2,laptop stand|wireless mouse|jeans,beauty|fashion,purchase,2025-11-26
u1111,p1003,bluetooth keyboard,electronics,1499,1,laptop stand|cooking pan|sunscreen,beauty|electronics,cart,2025-12-17
u1109,p3003,mixer grinder,home & kitchen,3499,3,t-shirt|running shoes|face wash,beauty|electronics,purchase,2025-11-28
u1115,p4001,face wash,beauty,399,4,sunscreen|jeans|mixer grinder,beauty|fashion,cart,2025-07-24
u1085,p1001,wireless mouse,electronics,799,3,laptop stand|running shoes|mixer grinder,electronics|fashion,view,2025-11-27
u1056,p1001,wireless mouse,electronics,799,1,t-shirt|face wash|running shoes,home & kitchen|beauty,cart,2025-11-01
u1071,p2003,jeans,fashion,1799,4,laptop stand|jeans|knife set,beauty|fashion,view,2025-12-12
u1117,p1002,laptop stand,electronics,1199,1,bluetooth keyboard|laptop stand|sunscreen,fashion|home & kitchen,view,2026-01-08
u1027,p4002,moisturizer,beauty,599,2,jeans|knife set|laptop stand,electronics|home & kitchen,purchase,2025-12-08
u1039,p1001,wireless mouse,electronics,799,5,cooking pan|t-shirt|bluetooth keyboard,fashion|beauty,cart,2025-09-27
u1028,p2001,running shoes,fashion,2499,4,t-shirt|running shoes|bluetooth keyboard,fashion|electronics,cart,2025-12-18
u1062,p2003,jeans,fashion,1799,2,face wash|jeans|moisturizer,home & kitchen|fashion,view,2025-08-14
u1049,p1003,bluetooth keyboard,electronics,1499,3,mixer grinder|face wash|running shoes,home & kitchen|electronics,view,2025-10-15
u1089,p3003,mixer grinder,home & kitchen,3499,2,mixer grinder|t-shirt|laptop stand,electronics|home & kitchen,cart,2025-11-05
u1004,p1002,laptop stand,electronics,1199,4,mixer grinder|moisturizer|bluetooth keyboard,home & kitchen|beauty,purchase,2025-10-20
u1047,p4001,face wash,beauty,399,1,cooking pan|moisturizer|face wash,beauty|electronics,purchase,2025-10-11
u1111,p1001,wireless mouse,electronics,799,1,bluetooth keyboard|cooking pan|knife set,fashion|electronics,view,2025-10-11
u1039,p1003,bluetooth keyboard,electronics,1499,5,knife set|mixer grinder|bluetooth keyboard,beauty|electronics,cart,2025-08-12
u1073,p4003,sunscreen,beauty,699,3,cooking pan|sunscreen|knife set,electronics|home & kitchen,purchase,2025-10-16
u1061,p4002,moisturizer,beauty,599,1,cooking pan|t-shirt|wireless mouse,electronics|fashion,cart,2025-09-23
u1099,p2002,t-shirt,fashion,799,5,face wash|cooking pan|sunscreen,beauty|home & kitchen,view,2025-10-26
u1113,p4001,face wash,beauty,399,3,sunscreen|mixer grinder|running shoes,electronics|beauty,view,2025-12-18
u1039,p1003,bluetooth keyboard,electronics,1499,1,jeans|knife set|cooking pan,electronics|home & kitchen,purchase,2025-12-04
u1025,p1003,bluetooth keyboard,electronics,1499,2,t-shirt|sunscreen|laptop stand,electronics|beauty,cart,2025-12-18
u1092,p2001,running shoes,fashion,2499,4,bluetooth keyboard|moisturizer|mixer grinder,fashion|beauty,view,2025-10-14
u1012,p3002,knife set,home & kitchen,999,4,mixer grinder|moisturizer|cooking pan,electronics|home & kitchen,cart,2025-11-09
u1097,p1002,laptop stand,electronics,1199,3,cooking pan|bluetooth keyboard|jeans,electronics|home & kitchen,cart,2025-07-22
u1093,p3001,cooking pan,home & kitchen,1599,4,face wash|cooking pan|mixer grinder,beauty|electronics,purchase,2025-08-13
u1003,p2001,running shoes,fashion,2499,3,face wash|bluetooth keyboard|running shoes,fashion|electronics,purchase,2026-01-10
u1078,p4001,face wash,beauty,399,2,cooking pan|laptop stand|running shoes,electronics|home & kitchen,view,2025-11-17
u1038,p3001,cooking pan,home & kitchen,1599,2,laptop stand|jeans|cooking pan,electronics|home & kitchen,cart,2025-10-23
u1049,p4002,moisturizer,beauty,599,2,knife set|wireless mouse|t-shirt,home & kitchen|beauty,cart,2025-07-20
u1066,p1002,laptop stand,electronics,1199,4,knife set|laptop stand|jeans,beauty|fashion,view,2025-11-30
u1040,p1003,bluetooth keyboard,electronics,1499,4,face wash|mixer grinder|cooking pan,home & kitchen|beauty,purchase,2025-07-23
u1051,p3001,cooking pan,home & kitchen,1599,1,wireless mouse|t-shirt|cooking pan,fashion|home & kitchen,purchase,2025-09-17
u1064,p2003,jeans,fashion,1799,2,knife set|jeans|mixer grinder,fashion|beauty,cart,2025-08-27
u1097,p3001,cooking pan,home & kitchen,1599,5,moisturizer|laptop stand|bluetooth keyboard,beauty|electronics,cart,2025-11-21
u1065,p4001,face wash,beauty,399,3,sunscreen|knife set|cooking pan,beauty|electronics,view,2025-12-10
u1111,p3002,knife set,home & kitchen,999,4,knife set|jeans|wireless mouse,fashion|electronics,cart,2025-07-22
u1037,p1001,wireless mouse,electronics,799,4,mixer grinder|t-shirt|bluetooth keyboard,fashion|electronics,view,2025-09-18
u1041,p2002,t-shirt,fashion,799,1,moisturizer|wireless mouse|face wash,beauty|electronics,purchase,2025-10-01
u1031,p1003,bluetooth keyboard,electronics,1499,2,laptop stand|mixer grinder|sunscreen,electronics|fashion,purchase,2025-09-06
u1055,p2002,t-shirt,fashion,799,5,jeans|knife set|face wash,electronics|fashion,purchase,2025-09-15
u1005,p1002,laptop stand,electronics,1199,1,jeans|sunscreen|wireless mouse,electronics|fashion,cart,2025-09-01
u1092,p1002,laptop stand,electronics,1199,1,jeans|moisturizer|t-shirt,home & kitchen|electronics,view,2025-11-06
u1092,p4002,moisturizer,beauty,599,5,sunscreen|laptop stand|cooking pan,beauty|home & kitchen,cart,2025-10-25
u1078,p3003,mixer grinder,home & kitchen,3499,4,mixer grinder|running shoes|wireless mouse,fashion|home & kitchen,view,2025-09-21
u1035,p4003,sunscreen,beauty,699,4,sunscreen|bluetooth keyboard|t-shirt,beauty|fashion,view,2025-07-21
u1036,p2002,t-shirt,fashion,799,2,wireless mouse|cooking pan|running shoes,beauty|electronics,cart,2025-11-03
u1059,p4001,face wash,beauty,399,1,moisturizer|jeans|laptop stand,electronics|beauty,purchase,2025-10-19
u1028,p1002,laptop stand,electronics,1199,4,face wash|t-shirt|sunscreen,home & kitchen|fashion,purchase,2025-08-11
u1042,p3003,mixer grinder,home & kitchen,3499,3,cooking pan|knife set|mixer grinder,beauty|electronics,cart,2025-10-14
u1105,p3002,knife set,home & kitchen,999,2,bluetooth keyboard|knife set|moisturizer,electronics|fashion,purchase,2025-10-03
u1032,p3001,cooking pan,home & kitchen,1599,4,wireless mouse|moisturizer|face wash,beauty|fashion,purchase,2025-10-14
u1010,p2001,running shoes,fashion,2499,3,sunscreen|mixer grinder|jeans,fashion|electronics,cart,2025-07-22
u1059,p1001,wireless mouse,electronics,799,3,bluetooth keyboard|face wash|moisturizer,electronics|fashion,purchase,2025-09-22
u1053,p1001,wireless mouse,electronics,799,5,t-shirt|mixer grinder|knife set,electronics|home & kitchen,view,2025-10-06
u1077,p1002,laptop stand,electronics,1199,5,laptop stand|cooking pan|running shoes,electronics|beauty,cart,2025-11-26
u1110,p1003,bluetooth keyboard,electronics,1499,2,sunscreen|cooking pan|mixer grinder,home & kitchen|electronics,cart,2025-08-10
u1035,p2003,jeans,fashion,1799,5,jeans|moisturizer|laptop stand,fashion|home & kitchen,purchase,2025-10-02
u1028,p3001,cooking pan,home & kitchen,1599,2,knife set|sunscreen|t-shirt,home & kitchen|beauty,cart,2025-10-29
u1000,p3003,mixer grinder,home & kitchen,3499,5,jeans|knife set|bluetooth keyboard,beauty|electronics,purchase,2025-09-25
u1053,p3001,cooking pan,home & kitchen,1599,5,running shoes|moisturizer|wireless mouse,electronics|beauty,purchase,2025-09-04
u1010,p4001,face wash,beauty,399,2,face wash|cooking pan|wireless mouse,fashion|home & kitchen,view,2025-08-18
u1080,p3002,knife set,home & kitchen,999,5,moisturizer|laptop stand|jeans,beauty|fashion,purchase,2025-10-03
u1070,p3003,mixer grinder,home & kitchen,3499,2,running shoes|bluetooth keyboard|knife set,fashion|home & kitchen,view,2025-09-12
u1119,p4003,sunscreen,beauty,699,1,running shoes|jeans|bluetooth keyboard,fashion|beauty,view,2025-08-16
u1059,p3002,knife set,home & kitchen,999,2,running shoes|moisturizer|face wash,home & kitchen|beauty,cart,2025-09-04
u1082,p1002,laptop stand,electronics,1199,1,face wash|jeans|bluetooth keyboard,electronics|home & kitchen,view,2026-01-02
u1087,p4002,moisturizer,beauty,599,4,cooking pan|mixer grinder|knife set,home & kitchen|beauty,cart,2025-08-26
u1015,p4003,sunscreen,beauty,699,4,face wash|moisturizer|mixer grinder,beauty|electronics,purchase,2025-12-26
u1037,p3001,cooking pan,home & kitchen,1599,5,sunscreen|wireless mouse|jeans,home & kitchen|fashion,purchase,2025-07-28
u1056,p3001,cooking pan,home & kitchen,1599,1,laptop stand|sunscreen|bluetooth keyboard,fashion|home & kitchen,purchase,2025-11-28
u1046,p3001,cooking pan,home & kitchen,1599,2,moisturizer|jeans|bluetooth keyboard,electronics|home & kitchen,cart,2025-12-17
u1042,p4002,moisturizer,beauty,599,3,sunscreen|laptop stand|knife set,home & kitchen|beauty,cart,2025-10-27
u1088,p3002,knife set,home & kitchen,999,1,jeans|knife set|t-shirt,fashion|home & kitchen,view,2025-12-04
u1066,p2002,t-shirt,fashion,799,3,wireless mouse|running shoes|jeans,fashion|home & kitchen,cart,2025-12-01
u1072,p4002,moisturizer,beauty,599,2,t-shirt|knife set|moisturizer,fashion|beauty,view,2025-08-08
u1037,p3001,cooking pan,home & kitchen,1599,5,t-shirt|moisturizer|running shoes,beauty|home & kitchen,cart,2025-12-04
u1074,p1001,wireless mouse,electronics,799,5,t-shirt|jeans|mixer grinder,home & kitchen|electronics,view,2025-10-14
u1082,p1003,bluetooth keyboard,electronics,1499,4,face wash|mixer grinder|jeans,fashion|electronics,purchase,2025-11-28
u1111,p3003,mixer grinder,home & kitchen,3499,1,knife set|bluetooth keyboard|sunscreen,home & kitchen|beauty,cart,2025-11-14
u1039,p2001,running shoes,fashion,2499,2,running shoes|bluetooth keyboard|t-shirt,beauty|fashion,cart,2025-09-05
u1058,p4001,face wash,beauty,399,2,moisturizer|wireless mouse|mixer grinder,electronics|fashion,cart,2025-07-24
u1004,p3001,cooking pan,home & kitchen,1599,5,moisturizer|laptop stand|jeans,beauty|electronics,purchase,2025-08-26
u1111,p1002,laptop stand,electronics,1199,3,wireless mouse|knife set|face wash,electronics|beauty,purchase,2025-11-25
u1088,p4002,moisturizer,beauty,599,5,running shoes|sunscreen|knife set,electronics|beauty,cart,2025-08-22
u1035,p1002,laptop stand,electronics,1199,3,sunscreen|running shoes|laptop stand,electronics|fashion,view,2025-11-18
u1029,p2001,running shoes,fashion,2499,5,face wash|sunscreen|knife set,home & kitchen|beauty,view,2025-10-21
u1101,p4002,moisturizer,beauty,599,1,laptop stand|running shoes|knife set,beauty|electronics,cart,2025-11-21
u1012,p3003,mixer grinder,home & kitchen,3499,5,face wash|running shoes|sunscreen,home & kitchen|electronics,view,2025-08-15
u1055,p1002,laptop stand,electronics,1199,3,sunscreen|knife set|running shoes,home & kitchen|beauty,cart,2025-08-10
u1034,p3002,knife set,home & kitchen,999,3,moisturizer|bluetooth keyboard|jeans,home & kitchen|fashion,purchase,2025-10-26
u1033,p3003,mixer grinder,home & kitchen,3499,4,running shoes|jeans|t-shirt,fashion|home & kitchen,view,2025-11-25
u1062,p1001,wireless mouse,electronics,799,2,jeans|mixer grinder|knife set,home & kitchen|beauty,view,2025-09-22
u1086,p2002,t-shirt,fashion,799,1,laptop stand|knife set|jeans,electronics|beauty,view,2025-11-17
u1039,p3003,mixer grinder,home & kitchen,3499,3,t-shirt|jeans|mixer grinder,home & kitchen|beauty,purchase,2025-11-18
u1073,p4002,moisturizer,beauty,599,2,bluetooth keyboard|jeans|sunscreen,electronics|home & kitchen,view,2025-08-07
u1084,p1003,bluetooth keyboard,electronics,1499,3,jeans|mixer grinder|knife set,home & kitchen|fashion,view,2025-11-04
u1060,p2002,t-shirt,fashion,799,3,jeans|bluetooth keyboard|t-shirt,fashion|home & kitchen,purchase,2025-10-22
u1057,p2002,t-shirt,fashion,799,4,cooking pan|face wash|sunscreen,home & kitchen|beauty,view,2025-09-28
u1045,p4002,moisturizer,beauty,599,2,bluetooth keyboard|knife set|t-shirt,beauty|fashion,view,2025-07-25
u1091,p2002,t-shirt,fashion,799,4,t-shirt|jeans|wireless mouse,fashion|electronics,cart,2025-08-21
u1071,p4003,sunscreen,beauty,699,1,running shoes|sunscreen|face wash,home & kitchen|electronics,view,2025-11-09
u1020,p2003,jeans,fashion,1799,4,sunscreen|knife set|face wash,home & kitchen|beauty,purchase,2025-09-08
u1031,p2002,t-shirt,fashion,799,1,face wash|sunscreen|cooking pan,beauty|home & kitchen,purchase,2025-10-15
u1035,p3003,mixer grinder,home & kitchen,3499,2,jeans|knife set|t-shirt,beauty|electronics,purchase,2025-12-23
u1041,p4003,sunscreen,beauty,699,2,cooking pan|bluetooth keyboard|moisturizer,fashion|home & kitchen,purchase,2025-12-19
u1056,p2001,running shoes,fashion,2499,5,jeans|face wash|mixer grinder,fashion|home & kitchen,cart,2025-07-18
u1002,p1003,bluetooth keyboard,electronics,1499,2,laptop stand|jeans|moisturizer,home & kitchen|fashion,view,2025-10-20
u1059,p2001,running shoes,fashion,2499,3,knife set|jeans|moisturizer,electronics|fashion,cart,2025-08-09
u1095,p1001,wireless mouse,electronics,799,4,bluetooth keyboard|laptop stand|cooking pan,home & kitchen|electronics,view,2025-08-28
u1007,p3003,mixer grinder,home & kitchen,3499,5,jeans|wireless mouse|face wash,home & kitchen|beauty,cart,2025-08-26
u1062,p2002,t-shirt,fashion,799,1,face wash|jeans|laptop stand,beauty|fashion,purchase,2025-12-13
u1068,p1003,bluetooth keyboard,electronics,1499,2,mixer grinder|laptop stand|face wash,home & kitchen|fashion,view,2025-07-19
u1055,p2002,t-shirt,fashion,799,2,knife set|sunscreen|bluetooth keyboard,fashion|beauty,purchase,2025-08-16
u1043,p3002,knife set,home & kitchen,999,3,mixer grinder|cooking pan|wireless mouse,home & kitchen|fashion,view,2025-08-04
u1106,p3001,cooking pan,home & kitchen,1599,2,wireless mouse|sunscreen|running shoes,fashion|electronics,cart,2025-11-14
u1074,p4002,moisturizer,beauty,599,3,jeans|mixer grinder|knife set,electronics|fashion,purchase,2025-08-16
u1019,p2001,running shoes,fashion,2499,1,bluetooth keyboard|running shoes|t-shirt,electronics|beauty,purchase,2025-08-09
u1108,p1001,wireless mouse,electronics,799,3,bluetooth keyboard|mixer grinder|jeans,beauty|electronics,view,2025-07-26
u1026,p2001,running shoes,fashion,2499,2,t-shirt|bluetooth keyboard|cooking pan,fashion|beauty,cart,2026-01-04
u1017,p3002,knife set,home & kitchen,999,2,laptop stand|cooking pan|wireless mouse,home & kitchen|fashion,cart,2025-12-29
u1057,p3002,knife set,home & kitchen,999,1,cooking pan|running shoes|moisturizer,home & kitchen|fashion,view,2025-11-27
u1064,p4001,face wash,beauty,399,1,sunscreen|mixer grinder|laptop stand,electronics|beauty,cart,2025-08-09
u1045,p4003,sunscreen,beauty,699,5,jeans|cooking pan|running shoes,electronics|beauty,cart,2025-09-10
u1032,p3003,mixer grinder,home & kitchen,3499,4,laptop stand|knife set|wireless mouse,beauty|electronics,cart,2025-12-16
u1045,p2003,jeans,fashion,1799,1,t-shirt|laptop stand|cooking pan,fashion|beauty,purchase,2025-07-30
u1103,p3001,cooking pan,home & kitchen,1599,2,knife set|wireless mouse|t-shirt,fashion|beauty,view,2025-11-26
u1072,p1001,wireless mouse,electronics,799,4,bluetooth keyboard|mixer grinder|sunscreen,electronics|fashion,view,2025-12-26
u1076,p2001,running shoes,fashion,2499,4,sunscreen|moisturizer|t-shirt,fashion|home & kitchen,view,2025-09-25
u1022,p1003,bluetooth keyboard,electronics,1499,2,mixer grinder|bluetooth keyboard|moisturizer,fashion|beauty,view,2025-09-05
u1026,p2002,t-shirt,fashion,799,3,cooking pan|moisturizer|jeans,fashion|home & kitchen,view,2026-01-04
u1042,p1001,wireless mouse,electronics,799,5,knife set|wireless mouse|bluetooth keyboard,home & kitchen|beauty,cart,2025-08-10
u1092,p3003,mixer grinder,home & kitchen,3499,2,bluetooth keyboard|sunscreen|laptop stand,beauty|electronics,view,2025-09-25
u1008,p1002,laptop stand,electronics,1199,5,knife set|sunscreen|cooking pan,home & kitchen|beauty,purchase,2026-01-10
u1039,p3002,knife set,home & kitchen,999,5,knife set|t-shirt|bluetooth keyboard,fashion|home & kitchen,cart,2025-08-06
u1085,p4003,sunscreen,beauty,699,2,laptop stand|knife set|moisturizer,electronics|beauty,purchase,2025-12-08
u1103,p1003,bluetooth keyboard,electronics,1499,4,running shoes|moisturizer|laptop stand,beauty|fashion,cart,2025-08-06
u1013,p2001,running shoes,fashion,2499,4,running shoes|t-shirt|bluetooth keyboard,fashion|electronics,purchase,2025-08-12
u1066,p3003,mixer grinder,home & kitchen,3499,3,face wash|t-shirt|bluetooth keyboard,fashion|electronics,purchase,2025-12-04
u1074,p4003,sunscreen,beauty,699,1,wireless mouse|cooking pan|sunscreen,electronics|beauty,view,2025-08-01
u1004,p2001,running shoes,fashion,2499,4,bluetooth keyboard|cooking pan|jeans,beauty|fashion,cart,2025-10-14
u1024,p4002,moisturizer,beauty,599,5,face wash|cooking pan|knife set,electronics|home & kitchen,cart,2025-08-24
u1056,p1002,laptop stand,electronics,1199,2,sunscreen|t-shirt|mixer grinder,fashion|electronics,cart,2025-10-15
u1103,p3002,knife set,home & kitchen,999,3,mixer grinder|knife set|laptop stand,fashion|home & kitchen,view,2025-10-09
u1054,p4002,moisturizer,beauty,599,4,wireless mouse|mixer grinder|bluetooth keyboard,beauty|home & kitchen,view,2025-12-11
u1070,p4003,sunscreen,beauty,699,4,t-shirt|bluetooth keyboard|jeans,fashion|electronics,purchase,2025-12-20
u1110,p3003,mixer grinder,home & kitchen,3499,2,bluetooth keyboard|cooking pan|mixer grinder,electronics|beauty,view,2025-11-21
